734933.23	4829606.93	1399.52	980089.407	-99.26
734935.75	4829121.19	1432.78	980081.698	-99.18
735026.48	4828687.91	1467.83	980073.144	-99.42
735359.98	4828470.44	1517.45	980061.919	-99.48
735847.85	4828354.27	1584.8	980047.346	-98.57
736762.67	4830428.86	1398.97	980092.701	-96.86
736827.42	4829980.06	1422.79	980086.081	-97.79
737193.55	4829514.74	1448.1	980080.456	-97.18
737045.72	4829097.28	1485.07	980072.001	-96.77
737329.9	4828825.21	1529.33	980061.16	-97.29
737641.4	4828595.03	1623.18	980038.917	-98.55
737264.42	4830024.35	1417.56	980087.705	-97.35
737780.79	4829716.84	1438.68	980082.867	-97.24
738238.55	4829411.8	1463.95	980076.752	-97.61
738753.7	4829113.02	1469.45	980075.378	-97.48
738429.04	4828770.78	1513.27	980064.787	-98.09
738289.34	4828233.36	1584.14	980047.283	-99.13
737864.72	4827745.35	1575.65	980048.678	-98.37
737666.36	4827057.32	1613.61	980039.368	-99.03
737292.58	4826370.22	1707.12	980017.453	-99.95
736710.58	4826495.3	1810.9	979997.69	-96.01
736744.4	4826927.33	1830.84	979991.567	-97.26
736859.4	4827388.56	1866.77	979981.242	-98.56
736333.76	4826865.47	1939.85	979962.482	-97.88
739050.41	4829514.63	1438.06	980082.501	-97.72
739584.14	4829801.53	1410.02	980088.273	-98.34
739405.58	4830526.39	1395.11	980091.854	-98.67
739993.02	4829937.16	1406.21	980089.177	-98.45
740503.8	4830254.74	1393.67	980091.2	-99.46
740519.06	4829473.31	1404.72	980089.396	-98.14
739583.53	4829213.28	1439.34	980081.959	-97.76
740891.54	4829142.1	1408.61	980087.771	-98.65
741502.83	4828780.76	1408.91	980086.696	-99.4
741495.63	4828158.97	1419.6	980083.6	-99.63
740972.01	4827823.56	1450.66	980075.684	-100.51
740521.32	4827548.09	1480.72	980068.993	-100.37
739975.43	4827381.31	1493.01	980066.557	-99.85
739419.17	4827550.45	1528.37	980058.913	-99.64
738988.91	4827788.03	1553	980053.072	-99.98
738722.69	4828331.77	1533.88	980059.435	-98.55
739753.63	4827078.25	1500.34	980064.196	-100.16
739498.16	4826467.7	1518.82	980059.218	-100.42
738882.53	4826314.01	1570.73	980047.385	-100.35
738368.16	4826290.71	1659.23	980027.619	-100.79
737755.34	4826267.7	1760.03	980004.126	-101.42
737003.66	4825935.19	1768.33	980002.492	-100.99
737125.76	4825499.99	1766.12	980000.063	-103.67
737474.83	4825032.5	1684.79	980016.407	-104.87
737716.98	4824539.79	1618.77	980031.647	-104.45
737702.23	4824121.34	1588.69	980036.87	-105.31
738067.47	4824737.28	1666.9	980021.558	-104.12
738558.08	4824696.21	1641.41	980027.117	-104.19
738575.09	4824997.36	1702.27	980013.077	-104.33
738080.14	4825235.3	1750.54	980002.279	-104.41
737622.72	4825351.98	1788.78	979993.338	-104.47
739169.95	4825831.68	1536.82	980053.807	-101.42
739289.3	4825361.25	1532.08	980053.64	-102.12
739510.44	4824861.18	1570.89	980043.75	-103.43
740030.94	4824548.68	1536.52	980050.615	-103.92
740432.47	4824224.61	1479.48	980061.546	-105.28
740889.68	4824788.17	1458.16	980069.258	-102.49
740917.45	4825458.44	1448.72	980073.05	-101.41
740623.96	4826017.1	1453.91	980071.502	-102.34
740283.04	4826478.52	1472.09	980068.748	-101.5
741165.4	4825879.03	1434.3	980075.512	-102.43
741508.9	4826241.43	1422.87	980079.06	-101.69
741468.05	4825097.68	1484.83	980064.531	-101.72
741756.46	4826774.26	1416.78	980082.937	-99.43
741878.33	4827399.84	1403.99	980085.426	-100.34
741920.4	4828019.09	1396	980089.573	-98.51
741940.29	4828392.27	1396.78	980090.025	-98.28
742376.05	4828762.97	1385.68	980092.543	-98.51
742826.25	4829125.89	1374.39	980095.45	-98.27
743015.36	4829768.69	1365.65	980098.272	-97.97
743470.39	4830673.26	1352.87	980102.33	-97.44
743465.69	4830110.9	1357.66	980100.54	-97.68
743049.43	4828720.71	1405.48	980087.991	-98.76
743655.63	4828484.32	1399.58	980088.474	-99.33
744279.81	4828073.1	1414.11	980083.363	-100.98
745095.78	4827757.39	1403.36	980083.044	-103.35
745826.46	4827656.48	1407.75	980080.417	-104.99
746406.72	4827545.15	1413.18	980078.033	-106.12
747162.13	4827386.68	1414.07	980077.254	-106.57
744558.84	4827433.02	1447.09	980074.698	-101.89
744344.39	4826754.01	1496.81	980063.149	-101.91
744279.82	4826222.02	1554.28	980049.065	-102.69
743584.69	4826295.54	1535.68	980054.83	-101.41
743014.83	4826636.88	1497.35	980063.899	-101.06
742588.64	4827182.39	1465.56	980072.081	-100.32
742792.1	4826159.26	1452.33	980071.645	-102.58
742164.52	4826322.58	1432.94	980076.975	-101.67
742584.6	4825632.27	1516.45	980057.701	-101.88
742973.5	4825728.94	1471.34	980067.185	-102.31
743404.65	4825314.78	1492.78	980061.739	-102.68
743830.1	4824900.75	1514.91	980056.684	-102.63
744255.8	4824690.31	1527.61	980054.121	-102.53
744218.21	4825138.73	1540.33	980051.767	-102.54
744191.14	4825720.04	1556.33	980048.716	-102.47
744698.93	4825114.07	1579.19	980041.64	-103.77
745137.13	4824958.46	1541.66	980049.599	-104.11
744750.38	4824571.58	1509.31	980057.541	-103.04
